supergrp	grp	accNo	descr
EXDO_monocyclic_substrates	XX	YP_001966316	YP_001966316|Pseudomonas_sp_CT14|Cat
EXDO_monocyclic_substrates	XX	AAD05250	AAD05250|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XX	WP_002710566	WP_002710566|Thiothrix_nivea|Non
EXDO_monocyclic_substrates	XX	YP_373719	YP_373719|Burkholderia_sp_383|Non
EXDO_monocyclic_substrates	XX	WP_017775860	WP_017775860|Burkholderia_kururiensis|Non
EXDO_monocyclic_substrates	XX	AAC43044	AAC43044|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XX	ACF23486	ACF23486|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XX	YP_004930496	YP_004930496|Pseudoxanthomonas_spadix_BD-a59|Non
EXDO_monocyclic_substrates	XX	YP_004929576	YP_004929576|Pseudoxanthomonas_spadix_BD-a59|Non
EXDO_monocyclic_substrates	XX	ABG82173	ABG82173|Ralstonia_sp_PHS1|Cat
EXDO_monocyclic_substrates	XX	AAF02430	AAF02430|Burkholderia_sp_RP007|Cat
EXDO_monocyclic_substrates	XX	BAA34176	BAA34176|Comamonas_testosteroni|Cat
EXDO_monocyclic_substrates	XX	ACN62961	ACN62961|Diaphorobacter_sp_PCA039|Cat
EXDO_monocyclic_substrates	XX	YP_984545	YP_984545|Acidovorax_sp_JS42|Cat
EXDO_monocyclic_substrates	XX	YP_001792379	YP_001792379|Leptothrix_cholodnii_SP-6|Non
EXDO_monocyclic_substrates	XX	BAH90217	BAH90217|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XX	YP_997545	YP_997545|Verminephrobacter_eiseniae_EF01-2|Non
EXDO_monocyclic_substrates	XX	WP_008344262	WP_008344262|Burkholderia_sp_SJ98|Non
EXDO_monocyclic_substrates	XX	AAX47246	AAX47246|Delftia_tsuruhatensis|Cat
EXDO_monocyclic_substrates	XX	YP_299876	YP_299876|Ralstonia_eutropha_JMP134|Cat
EXDO_monocyclic_substrates	XX	YP_001893136	YP_001893136|Ralstonia_pickettii_12J|Cat
EXDO_monocyclic_substrates	XX	AAC13787	AAC13787|Ralstonia_pickettii|Cat
EXDO_monocyclic_substrates	XIX	YP_004332584	YP_004332584|Pseudonocardia_dioxanivorans_CB1190|Non
EXDO_monocyclic_substrates	XIX	WP_018333880	WP_018333880|Actinomycetospora_chiangmaiensis|Non
EXDO_monocyclic_substrates	XIX	WP_018333879	WP_018333879|Actinomycetospora_chiangmaiensis|Non
EXDO_monocyclic_substrates	XIX	YP_004332583	YP_004332583|Pseudonocardia_dioxanivorans_CB1190|Non
EXDO_monocyclic_substrates	XVIII	WP_004254595	WP_004254595|Thauera_sp_63|Non
EXDO_monocyclic_substrates	XVIII	YP_003590157	YP_003590157|Bacillus_tusciae_DSM_2912|Non
EXDO_monocyclic_substrates	XVII	YP_003590156	YP_003590156|Bacillus_tusciae_DSM_2912|Non
EXDO_monocyclic_substrates	XVII	WP_004254597	WP_004254597|Thauera_sp_63|Non
EXDO_monocyclic_substrates	XVI	YP_005189751	YP_005189751|Sinorhizobium_fredii_HH103|Non
EXDO_monocyclic_substrates	XVI	YP_002827080	YP_002827080|Rhizobium_sp_NGR234|Non
EXDO_monocyclic_substrates	XVI	ZP_03499467	ZP_03499467|Rhizobium_etli_Kim_5|Non
EXDO_monocyclic_substrates	XVI	WP_008532837	WP_008532837|Rhizobium_sp_Pop5|Non
EXDO_monocyclic_substrates	XVI	NP_772916	NP_772916|Bradyrhizobium_japonicum_USDA_110|Non
EXDO_monocyclic_substrates	XVI	WP_007436152	WP_007436152|Acetobacteraceae_bacterium_AT-5844|Non
EXDO_monocyclic_substrates	XVI	YP_001524796	YP_001524796|Azorhizobium_caulinodans_ORS_571|Non
EXDO_monocyclic_substrates	XVI	WP_006201796	WP_006201796|Mesorhizobium_amorphae|Non
EXDO_monocyclic_substrates	XVI	YP_002547179	YP_002547179|Agrobacterium_vitis_S4|Non
EXDO_monocyclic_substrates	XVI	YP_002978892	YP_002978892|Rhizobium_leguminosarum_WSM1325|Non
EXDO_monocyclic_substrates	XVI	YP_002546983	YP_002546983|Agrobacterium_vitis_S4|Non
EXDO_monocyclic_substrates	XV	WP_009374718	WP_009374718|Brevibacterium_casei|Non
EXDO_monocyclic_substrates	XV	WP_010143817	WP_010143817|Citricoccus_sp_CH26A|Non
EXDO_monocyclic_substrates	XIV	ZP_05102755	ZP_05102755|Roseobacter_sp_GAI101|Non
EXDO_monocyclic_substrates	XIV	ZP_01746319	ZP_01746319|Sagittula_stellata_E-37|Non
EXDO_monocyclic_substrates	XIV	YP_354537	YP_354537|Rhodobacter_sphaeroides_24|Non
EXDO_monocyclic_substrates	XIV	YP_001262039	YP_001262039|Sphingomonas_wittichii_RW1|Non
EXDO_monocyclic_substrates	XIV	WP_020497497	WP_020497497|Sciscionella_marina|Non
EXDO_monocyclic_substrates	XIV	YP_002523609	YP_002523609|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	XIV	WP_009505771	WP_009505771|Citreicella_sp_357|Non
EXDO_monocyclic_substrates	XIV	YP_004305830	YP_004305830|Polymorphum_gilvum_SL003B-26A1|Non
EXDO_monocyclic_substrates	XIV	YP_004305803	YP_004305803|Polymorphum_gilvum_SL003B-26A1|Non
EXDO_monocyclic_substrates	XIV	YP_002524216	YP_002524216|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	XIV	BAD08308	BAD08308|Bacillus_sp_JF8|Cat
EXDO_monocyclic_substrates	XIV	WP_020501057	WP_020501057|Sciscionella_marina|Non
EXDO_monocyclic_substrates	XIV	WP_017981158	WP_017981158|Amycolatopsis_methanolica|Non
EXDO_monocyclic_substrates	XIV	YP_002777131	YP_002777131|Rhodococcus_opacus_B4|Non
EXDO_monocyclic_substrates	XIV	YP_004243257	YP_004243257|Arthrobacter_phenanthrenivorans_Sphe3|Non
EXDO_monocyclic_substrates	I	WP_019063410	WP_019063410|Streptomyces_prunicolor|Non
EXDO_monocyclic_substrates	I	WP_020556226	WP_020556226|Streptomyces_scabrisporus|Non
EXDO_monocyclic_substrates	I	WP_019362589	WP_019362589|Pseudomonas_fuscovaginae|Non
EXDO_monocyclic_substrates	I	ZP_05519398	ZP_05519398|Streptomyces_hygroscopicus_ATCC_53653|Non
EXDO_monocyclic_substrates	I	YP_642989	YP_642989|Rubrobacter_xylanophilus_DSM_9941|Non
EXDO_monocyclic_substrates	I	WP_019122681	WP_019122681|Brevibacillus_sp_phR|Non
EXDO_monocyclic_substrates	I	WP_019395282	WP_019395282|Bacillus_endophyticus|Non
EXDO_monocyclic_substrates	I	EPZ52841	EPZ52841|Alicyclobacillus_acidoterrestris_ATCC_49025|Non
EXDO_monocyclic_substrates	I	WP_019004508	WP_019004508|Cohnella_laeviribosi|Non
EXDO_monocyclic_substrates	I	WP_006447594	WP_006447594|Alicyclobacillus_hesperidum|Non
EXDO_monocyclic_substrates	I	YP_003185016	YP_003185016|Alicyclobacillus_acidocaldarius_subsp_acidocaldarius_DSM_446|Non
EXDO_monocyclic_substrates	I	YP_003672363	YP_003672363|Geobacillus_sp_C56-T3|Non
EXDO_monocyclic_substrates	I	ZP_05655307	ZP_05655307|Enterococcus_casseliflavus_EC20|Non
EXDO_monocyclic_substrates	I	YP_006874602	YP_006874602|Emticicia_oligotrophica_DSM_17448|Non
EXDO_monocyclic_substrates	I	YP_004655105	YP_004655105|Runella_slithyformis_DSM_19594|Non
EXDO_monocyclic_substrates	I	YP_003388810	YP_003388810|Spirosoma_linguale_DSM_74|Non
EXDO_monocyclic_substrates	I	YP_003319377	YP_003319377|Sphaerobacter_thermophilus_DSM_20745|Non
EXDO_monocyclic_substrates	I	YP_002522127	YP_002522127|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	I	YP_004202308	YP_004202308|Thermus_scotoductus_SA-01|Non
EXDO_monocyclic_substrates	I	YP_005654411	YP_005654411|Thermus_sp_CCB_US3_UF1|Non
EXDO_monocyclic_substrates	I	WP_018111988	WP_018111988|Thermus_igniterrae|Non
EXDO_monocyclic_substrates	I	WP_018461912	WP_018461912|Thermus_oshimai|Non
EXDO_monocyclic_substrates	I	WP_018466294	WP_018466294|Meiothermus_timidus|Non
EXDO_monocyclic_substrates	I	YP_003508450	YP_003508450|Meiothermus_ruber_DSM_1279|Non
EXDO_monocyclic_substrates	I	WP_018271106	WP_018271106|Bradyrhizobium_elkanii|Non
EXDO_monocyclic_substrates	I	NP_770459	NP_770459|Bradyrhizobium_japonicum_USDA_110|Non
EXDO_monocyclic_substrates	I	WP_019463201	WP_019463201|Roseomonas_sp_B5|Non
EXDO_monocyclic_substrates	I	WP_008836981	WP_008836981|Mesorhizobium_alhagi|Non
EXDO_monocyclic_substrates	I	WP_007820775	WP_007820775|Rhizobium_sp_CF142|Non
EXDO_monocyclic_substrates	I	WP_007772294	WP_007772294|Rhizobium_sp_CF080|Non
EXDO_monocyclic_substrates	I	WP_010140550	WP_010140550|Oceanicola_sp_S124|Non
EXDO_monocyclic_substrates	I	WP_018302570	WP_018302570|Wenxinia_marina|Non
EXDO_monocyclic_substrates	I	YP_004899846	YP_004899846|Pelagibacterium_halotolerans_B2|Non
EXDO_monocyclic_substrates	I	YP_002544917	YP_002544917|Agrobacterium_radiobacter_K84|Non
EXDO_monocyclic_substrates	I	WP_003593968	WP_003593968|Rhizobium_leguminosarum|Non
EXDO_monocyclic_substrates	I	YP_768437	YP_768437|Rhizobium_leguminosarum_3841|Non
EXDO_monocyclic_substrates	I	WP_009635515	WP_009635515|Serratia_sp_M24T3|Non
EXDO_monocyclic_substrates	I	ZP_05727230	ZP_05727230|Pantoea_sp_At-9b|Non
EXDO_monocyclic_substrates	I	EPX87446	EPX87446|Rubellimicrobium_thermophilum_DSM_16684|Non
EXDO_monocyclic_substrates	I	ZP_01226506	ZP_01226506|Aurantimonas_manganoxydans_SI85-9A1|Non
EXDO_monocyclic_substrates	I	CCF20908	CCF20908|Rhizobium_sp|Non
EXDO_monocyclic_substrates	I	WP_019180387	WP_019180387|Microbacterium_yannicii|Non
EXDO_monocyclic_substrates	I	WP_005237880	WP_005237880|Rhodococcus_opacus|Non
EXDO_monocyclic_substrates	I	WP_003802812	WP_003802812|Arthrobacter_globiformis|Non
EXDO_monocyclic_substrates	I	WP_006373677	WP_006373677|Streptomyces_turgidiscabies|Non
EXDO_monocyclic_substrates	I	YP_004815098	YP_004815098|Streptomyces_violaceusniger_Tu_4113|Non
EXDO_monocyclic_substrates	I	WP_009327225	WP_009327225|Streptomyces_ipomoeae|Non
EXDO_monocyclic_substrates	I	NP_822791	NP_822791|Streptomyces_avermitilis_MA-4680|Non
EXDO_monocyclic_substrates	I	ZP_05542918	ZP_05542918|Streptomyces_griseoflavus_Tu4000|Non
EXDO_monocyclic_substrates	I	ZP_06711735	ZP_06711735|Streptomyces_sp_e14|Non
EXDO_monocyclic_substrates	I	WP_020127399	WP_020127399|Streptomyces_sp_303MFCol52|Non
EXDO_monocyclic_substrates	I	ZP_06921346	ZP_06921346|Streptomyces_sviceus_ATCC_29083|Non
EXDO_monocyclic_substrates	I	WP_020422912	WP_020422912|Amycolatopsis_sp_ATCC_39116|Non
EXDO_monocyclic_substrates	I	WP_004558689	WP_004558689|Amycolatopsis_vancoresmycina|Non
EXDO_monocyclic_substrates	I	WP_020545901	WP_020545901|Nonomuraea_coxensis|Non
EXDO_monocyclic_substrates	I	WP_009155217	WP_009155217|Saccharomonospora_marina|Non
EXDO_monocyclic_substrates	I	WP_019629784	WP_019629784|Actinomadura_atramentaria|Non
EXDO_monocyclic_substrates	I	YP_006366741	YP_006366741|Modestobacter_marinus|Non
EXDO_monocyclic_substrates	I	YP_005329514	YP_005329514|Blastococcus_saxobsidens_DD2|Non
EXDO_monocyclic_substrates	I	WP_020516893	WP_020516893|Actinoplanes_globisporus|Non
EXDO_monocyclic_substrates	I	WP_019927660	WP_019927660|Nocardia_sp_BMG111209|Non
EXDO_monocyclic_substrates	I	WP_020389729	WP_020389729|Kribbella_catacumbae|Non
EXDO_monocyclic_substrates	II	WP_020419084	WP_020419084|Amycolatopsis_sp_ATCC_39116|Non
EXDO_monocyclic_substrates	II	WP_020640486	WP_020640486|Amycolatopsis_balhimycina|Non
EXDO_monocyclic_substrates	II	WP_018486993	WP_018486993|Streptomyces_sp_CcalMP-8W|Non
EXDO_monocyclic_substrates	II	WP_020415718	WP_020415718|Amycolatopsis_sp_ATCC_39116|Non
EXDO_monocyclic_substrates	II	YP_119260	YP_119260|Nocardia_farcinica_IFM_10152|Non
EXDO_monocyclic_substrates	II	WP_003936036	WP_003936036|Rhodococcus_ruber|Non
EXDO_monocyclic_substrates	II	WP_006551040	WP_006551040|Rhodococcus_pyridinivorans|Non
EXDO_monocyclic_substrates	II	WP_020660814	WP_020660814|Amycolatopsis_benzoatilytica|Non
EXDO_monocyclic_substrates	II	WP_006333719	WP_006333719|Gordonia_rhizosphera|Non
EXDO_monocyclic_substrates	II	YP_003271478	YP_003271478|Gordonia_bronchialis_DSM_43247|Non
EXDO_monocyclic_substrates	II	YP_002782579	YP_002782579|Rhodococcus_opacus_B4|Non
EXDO_monocyclic_substrates	II	YP_002780926	YP_002780926|Rhodococcus_opacus_B4|Cat
EXDO_monocyclic_substrates	II	YP_703823	YP_703823|Rhodococcus_jostii_RHA1|Cat
EXDO_monocyclic_substrates	II	WP_004022303	WP_004022303|Gordonia_terrae|Non
EXDO_monocyclic_substrates	II	WP_020793392	WP_020793392|Gordonia_sp_NB4-1Y|Non
EXDO_monocyclic_substrates	II	WP_005195149	WP_005195149|Gordonia_rubripertincta|Non
EXDO_monocyclic_substrates	II	WP_005207353	WP_005207353|Gordonia_sputi|Non
EXDO_monocyclic_substrates	II	WP_018634325	WP_018634325|Meganema_perideroedes|Non
EXDO_monocyclic_substrates	II	WP_009476136	WP_009476136|Rhodococcus_sp_JVH1|Non
EXDO_monocyclic_substrates	II	YP_002522601	YP_002522601|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	II	YP_004102621	YP_004102621|Thermaerobacter_marianensis_DSM_12885|Non
EXDO_monocyclic_substrates	II	YP_006973298	YP_006973298|Thermus_oshimai_JL-2|Non
EXDO_monocyclic_substrates	II	YP_004202322	YP_004202322|Thermus_scotoductus_SA-01|Non
EXDO_monocyclic_substrates	II	YP_006061640	YP_006061640|Thermus_thermophilus_JL-18|Non
EXDO_monocyclic_substrates	II	YP_001276896	YP_001276896|Roseiflexus_sp_RS-1|Non
EXDO_monocyclic_substrates	II	YP_001432511	YP_001432511|Roseiflexus_castenholzii_DSM_13941|Non
EXDO_monocyclic_substrates	II	YP_002521572	YP_002521572|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	II	YP_145489	YP_145489|Thermus_thermophilus_HB8|Non
EXDO_monocyclic_substrates	II	YP_002463355	YP_002463355|Chloroflexus_aggregans_DSM_9485|Non
EXDO_monocyclic_substrates	II	YP_001634965	YP_001634965|Chloroflexus_aurantiacus_J-10-fl|Non
EXDO_monocyclic_substrates	II	YP_005444036	YP_005444036|Caldilinea_aerophila_DSM_14535|Non
EXDO_monocyclic_substrates	II	WP_017728832	WP_017728832|Bacillus_sp_L1|Non
EXDO_monocyclic_substrates	II	WP_017727756	WP_017727756|Bacillus_sp_L1|Non
EXDO_monocyclic_substrates	II	ZP_05373192	ZP_05373192|Geobacillus_sp_Y4MC1|Non
EXDO_monocyclic_substrates	II	P31003	P31003|Geobacillus_stearothermophilus|Cat
EXDO_monocyclic_substrates	II	YP_006460639	YP_006460639|Solibacillus_silvestris_StLB046|Non
EXDO_monocyclic_substrates	II	WP_017549789	WP_017549789|Salinicoccus_carnicancri|Non
EXDO_monocyclic_substrates	II	WP_008297703	WP_008297703|Bhargavaea_cecembensis|Non
EXDO_monocyclic_substrates	VI	CAA49258	CAA49258|Rhodococcus_rhodochrous|Cat
EXDO_monocyclic_substrates	IV	YP_002831193	YP_002831193|Sulfolobus_islandicus_LS25|Cat
EXDO_monocyclic_substrates	IV	NP_342680	NP_342680|Sulfolobus_solfataricus_P2|Cat
EXDO_monocyclic_substrates	III	YP_004654058	YP_004654058|Runella_slithyformis_DSM_19594|Non
EXDO_monocyclic_substrates	III	YP_006875481	YP_006875481|Emticicia_oligotrophica_DSM_17448|Non
EXDO_monocyclic_substrates	III	YP_003386396	YP_003386396|Spirosoma_linguale_DSM_74|Non
EXDO_monocyclic_substrates	III	WP_018618625	WP_018618625|Spirosoma_luteum|Non
EXDO_monocyclic_substrates	III	WP_020606827	WP_020606827|Spirosoma_spitsbergense|Non
EXDO_monocyclic_substrates	V	YP_002546777	YP_002546777|Agrobacterium_radiobacter_K84|Non
EXDO_monocyclic_substrates	V	YP_644991	YP_644991|Rubrobacter_xylanophilus_DSM_9941|Non
EXDO_monocyclic_substrates	V	YP_006661730	YP_006661730|Arthrobacter_sp_Rue61a|Non
EXDO_monocyclic_substrates	V	YP_004224587	YP_004224587|Microbacterium_testaceum_StLB037|Non
EXDO_monocyclic_substrates	V	WP_019180876	WP_019180876|Microbacterium_yannicii|Non
EXDO_monocyclic_substrates	V	WP_018170242	WP_018170242|Microbacterium_sp_292MF|Non
EXDO_monocyclic_substrates	V	YP_004454509	YP_004454509|Cellulomonas_fimi_ATCC_484|Non
EXDO_monocyclic_substrates	V	WP_017834979	WP_017834979|Kocuria_sp_UCD-OTCP|Non
EXDO_monocyclic_substrates	V	WP_007272388	WP_007272388|Arthrobacter_gangotriensis|Non
EXDO_monocyclic_substrates	V	WP_009357584	WP_009357584|Arthrobacter_sp_SJCon|Non
EXDO_monocyclic_substrates	V	YP_002489589	YP_002489589|Arthrobacter_chlorophenolicus_A6|Non
EXDO_monocyclic_substrates	V	YP_004239548	YP_004239548|Arthrobacter_phenanthrenivorans_Sphe3|Non
EXDO_monocyclic_substrates	V	YP_003508317	YP_003508317|Meiothermus_ruber_DSM_1279|Non
EXDO_monocyclic_substrates	V	WP_018465969	WP_018465969|Meiothermus_timidus|Non
EXDO_monocyclic_substrates	VII	WP_009487252	WP_009487252|Halobacterium_sp_DL1|Non
EXDO_monocyclic_substrates	IX	WP_007694004	WP_007694004|Halococcus_hamelinensis|Non
EXDO_monocyclic_substrates	IX	WP_007693959	WP_007693959|Halococcus_hamelinensis|Non
EXDO_monocyclic_substrates	X	WP_007569576	WP_007569576|Patulibacter_sp_I11|Non
EXDO_monocyclic_substrates	X	BAH89533	BAH89533|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	X	YP_003392255	YP_003392255|Conexibacter_woesei_DSM_14684|Non
EXDO_monocyclic_substrates	X	AB092521	AB092521|Bacillus_JF8|Dhb
EXDO_monocyclic_substrates	X	BAE53398	BAE53398|Paenibacillus_sp_YK5|Non
EXDO_monocyclic_substrates	X	WP_008298070	WP_008298070|Bhargavaea_cecembensis|Non
EXDO_monocyclic_substrates	X	YP_006464257	YP_006464257|Solibacillus_silvestris_StLB046|Non
EXDO_monocyclic_substrates	X	WP_008298058	WP_008298058|Bhargavaea_cecembensis|Non
EXDO_monocyclic_substrates	X	WP_008407958	WP_008407958|Bacillus_isronensis|Non
EXDO_monocyclic_substrates	X	WP_007086586	WP_007086586|Bacillus_bataviensis|Non
EXDO_monocyclic_substrates	X	WP_007087133	WP_007087133|Bacillus_bataviensis|Non
EXDO_monocyclic_substrates	X	WP_008298079	WP_008298079|Bhargavaea_cecembensis|Non
EXDO_monocyclic_substrates	X	WP_016838133	WP_016838133|Ureibacillus_thermosphaericus|Non
EXDO_monocyclic_substrates	X	WP_007087139	WP_007087139|Bacillus_bataviensis|Non
EXDO_monocyclic_substrates	X	YP_006464263	YP_006464263|Solibacillus_silvestris_StLB046|Non
EXDO_monocyclic_substrates	X	WP_008298074	WP_008298074|Bhargavaea_cecembensis|Non
EXDO_monocyclic_substrates	X	WP_007624321	WP_007624321|Gordonia_soli|Non
EXDO_monocyclic_substrates	X	WP_005182644	WP_005182644|Gordonia_amarae|Non
EXDO_monocyclic_substrates	X	WP_010119600	WP_010119600|Corynebacterium_nuruki|Non
EXDO_monocyclic_substrates	X	WP_018063421	WP_018063421|Martelella_mediterranea|Non
EXDO_monocyclic_substrates	X	WP_018633842	WP_018633842|Meganema_perideroedes|Non
EXDO_monocyclic_substrates	X	YP_003769303	YP_003769303|Amycolatopsis_mediterranei_U32|Non
EXDO_monocyclic_substrates	VIII	WP_020006753	WP_020006753|Salinicoccus_albus|Non
EXDO_monocyclic_substrates	XIII	WP_009070897	WP_009070897|Metallosphaera_yellowstonensis|Non
EXDO_monocyclic_substrates	XIII	YP_004409048	YP_004409048|Metallosphaera_cuprina_Ar-4|Non
EXDO_monocyclic_substrates	XIII	WP_009074970	WP_009074970|Metallosphaera_yellowstonensis|Non
EXDO_monocyclic_substrates	XIII	YP_001191854	YP_001191854|Metallosphaera_sedula_DSM_5348|Non
EXDO_monocyclic_substrates	XIII	YP_005259990	YP_005259990|Pyrobaculum_oguniense_TE7|Non
EXDO_monocyclic_substrates	XIII	YP_004409776	YP_004409776|Metallosphaera_cuprina_Ar-4|Non
EXDO_monocyclic_substrates	XIII	YP_001191087	YP_001191087|Metallosphaera_sedula_DSM_5348|Non
EXDO_monocyclic_substrates	XIII	WP_009070620	WP_009070620|Metallosphaera_yellowstonensis|Non
EXDO_monocyclic_substrates	XIII	YP_002842697	YP_002842697|Sulfolobus_islandicus_M6_27|Non
EXDO_monocyclic_substrates	XIII	NP_376623	NP_376623|Sulfolobus_tokodaii_7|Non
EXDO_monocyclic_substrates	XIII	YP_256874	YP_256874|Sulfolobus_acidocaldarius_DSM_639|Non
EXDO_monocyclic_substrates	XII	YP_002524217	YP_002524217|Thermomicrobium_roseum_DSM_5159|Non
EXDO_monocyclic_substrates	XII	BAD08313	BAD08313|Bacillus_sp_JF8|Dhn
EXDO_monocyclic_substrates	XII	WP_017549739	WP_017549739|Salinicoccus_carnicancri|Non
EXDO_monocyclic_substrates	XII	WP_007086572	WP_007086572|Bacillus_bataviensis|Non
EXDO_monocyclic_substrates	XI	YP_001978448	YP_001978448|Rhizobium_etli_CIAT_652|Non
EXDO_monocyclic_substrates	XI	WP_008532856	WP_008532856|Rhizobium_sp_Pop5|Non
EXDO_monocyclic_substrates	XI	WP_007796138	WP_007796138|Rhizobium_sp_CF122|Non
EXDO_monocyclic_substrates	XI	WP_007577919	WP_007577919|Burkholderia_terrae|Non
EXDO_monocyclic_substrates	XI	WP_007832536	WP_007832536|Variovorax_sp_CF313|Non
EXDO_monocyclic_substrates	XI	WP_005258061	WP_005258061|Rhodococcus_wratislaviensis|Non
EXDO_monocyclic_substrates	XI	WP_006375454	WP_006375454|Streptomyces_turgidiscabies|Non
EXDO_monocyclic_substrates	XI	WP_016846197	WP_016846197|Bradyrhizobium_elkanii|Non
EXDO_monocyclic_substrates	XI	YP_008230355	YP_008230355|Serratia_liquefaciens_ATCC_27592|Non
EXDO_monocyclic_substrates	XI	WP_007947367	WP_007947367|Pseudomonas_sp_GM21|Non
EXDO_monocyclic_substrates	XI	WP_017337765	WP_017337765|Pseudomonas_fluorescens|Non
EXDO_monocyclic_substrates	XI	WP_019618785	WP_019618785|Pseudoclavibacter_faecalis|Non
EXDO_monocyclic_substrates	XI	ZP_05728058	ZP_05728058|Pantoea_sp_At-9b|Non
EXDO_monocyclic_substrates	XI	YP_007873562	YP_007873562|Raoultella_ornithinolytica_B6|Non
EXDO_monocyclic_substrates	XI	YP_007339483	YP_007339483|Enterobacteriaceae_bacterium_strain_FGI_57|Non
EXDO_monocyclic_substrates	XI	WP_009739265	WP_009739265|Frankia_sp_QA3|Non
EXDO_monocyclic_substrates	XI	WP_018566101	WP_018566101|Streptomyces_sp_PsTaAH-124|Non
EXDO_monocyclic_substrates	XI	WP_009300211	WP_009300211|Streptomyces_ipomoeae|Non
EXDO_monocyclic_substrates	XI	WP_020673320	WP_020673320|Amycolatopsis_nigrescens|Non
EXDO_monocyclic_substrates	XI	WP_004558407	WP_004558407|Amycolatopsis_vancoresmycina|Non
EXDO_monocyclic_substrates	XI	ZP_05482366	ZP_05482366|Streptomyces_sp_AA4|Non
EXDO_monocyclic_substrates	XI	YP_002880889	YP_002880889|Beutenbergia_cavernae_DSM_12333|Non
EXDO_monocyclic_substrates	XI	WP_017627199	WP_017627199|Nocardiopsis_chromatogenes|Non
EXDO_monocyclic_substrates	XI	YP_007291646	YP_007291646|Mycobacterium_smegmatis_JS623|Non
EXDO_monocyclic_substrates	XI	WP_016443774	WP_016443774|Actinomyces_europaeus|Non
EXDO_monocyclic_substrates	XI	WP_009397639	WP_009397639|Actinomyces_sp_oral_taxon_171|Non
EXDO_monocyclic_substrates	XI	YP_639776	YP_639776|Mycobacterium_sp_MCS|Non
EXDO_monocyclic_substrates	XI	WP_010265166	WP_010265166|Corynebacterium_bovis|Non
EXDO_monocyclic_substrates	XI	ZP_03917855	ZP_03917855|Corynebacterium_glucuronolyticum_ATCC_51867|Non
EXDO_monocyclic_substrates	XI	WP_006822231	WP_006822231|Corynebacterium_casei|Non
EXDO_monocyclic_substrates	XI	WP_018120279	WP_018120279|Corynebacterium_propinquum|Non
EXDO_monocyclic_substrates	XI	YP_002836027	YP_002836027|Corynebacterium_aurimucosum_ATCC_700975|Non
EXDO_monocyclic_substrates	XI	ZP_03936279	ZP_03936279|Corynebacterium_striatum_ATCC_6940|Non
EXDO_monocyclic_substrates	XI	WP_020494640	WP_020494640|Sciscionella_marina|Non
EXDO_monocyclic_substrates	XI	WP_007270117	WP_007270117|Arthrobacter_gangotriensis|Non
EXDO_monocyclic_substrates	XI	YP_003916504	YP_003916504|Arthrobacter_arilaitensis_Re117|Non
EXDO_monocyclic_substrates	XI	1Q0C	1Q0C|Brevibacterium_Fuscum|Hpc
EXDO_monocyclic_substrates	XI	WP_018779810	WP_018779810|Arthrobacter_sp_161MFSha2|Non
EXDO_monocyclic_substrates	XI	WP_018775073	WP_018775073|Arthrobacter_sp_131MFCol6|Non
EXDO_monocyclic_substrates	XI	YP_002489656	YP_002489656|Arthrobacter_chlorophenolicus_A6|Hpc
EXDO_monocyclic_substrates	XI	1F1R	1F1R|Arthrobacter_Globiformis|Hpc
EXDO_monocyclic_substrates	XI	WP_017349080	WP_017349080|Pantoea_sp_A4|Non
EXDO_monocyclic_substrates	XI	ZP_06192097	ZP_06192097|Serratia_odorifera_4Rx13|Non
EXDO_monocyclic_substrates	XI	WP_010523917	WP_010523917|Nesterenkonia_sp_F|Non
EXDO_monocyclic_substrates	XI	WP_009377961	WP_009377961|Brevibacterium_casei|Non
EXDO_monocyclic_substrates	XI	ZP_05914431	ZP_05914431|Brevibacterium_linens_BL2|Hpc
